1.856076474560413914e+01 -6.212142857226869708e-04 -5.495066297177275683e-04 -6.840740302984649190e-04 -5.676851200000000187e-04 -6.967615200000000421e-04 -5.576016800000000101e-04 -5.579364000000000068e-04 -5.292760000000000737e-04
1.855807330425707136e+01 -1.853069967490836301e-03 -1.733951032472647036e-03 -2.042032489486172997e-03 -1.647450000000000173e-03 -1.870289839999999919e-03 -1.714101119999999947e-03 -1.711381520000000191e-03 -1.748117040000000044e-03
1.854260717401356828e+01 -2.312860683005043064e-03 -2.121829302984989951e-03 -2.548092347613772901e-03 -2.162291199999999847e-03 -2.287309119999999911e-03 -2.068193040000000128e-03 -2.072879120000000082e-03 -2.101455840000000016e-03
1.849526349966685856e+01 -9.170530193480241898e-04 -6.005253648341257744e-04 -1.106719065991162987e-03 -8.116123200000000979e-04 -8.057547199999997222e-04 -6.364282399999997720e-04 -5.655931200000002563e-04 -4.494871200000002129e-04
1.844813003649889538e+01 -6.778804329071429213e-04 -2.508166028965530536e-04 -8.630490538736046435e-04 -5.539197600000001550e-04 -4.559723199999997150e-04 -3.964758399999998161e-04 -2.034679200000001815e-04 2.435087999999980979e-05
1.842241701629804851e+01 -1.015706166773480343e-03 -5.111375767719861241e-04 -1.235205812353673549e-03 -7.232880800000001048e-04 -7.092716799999998099e-04 -6.556327999999999072e-04 -4.846745600000001899e-04 -1.730920800000002111e-04
1.841661494496884544e+01 -2.327093546322950984e-03 -1.778697484822372443e-03 -2.680816597605467644e-03 -1.915351519999999906e-03 -1.972002879999999996e-03 -1.828659039999999897e-03 -1.748995680000000035e-03 -1.448584480000000190e-03
1.834264029820620223e+01 -2.567882097999373871e-03 -1.977932247997457593e-03 -2.946669486403416527e-03 -2.138316879999999868e-03 -2.175470799999999934e-03 -2.030495199999999851e-03 -1.918489520000000092e-03 -1.605651840000000370e-03
1.834264026944032722e+01 -2.808648343821997309e-03 -2.177148643572712761e-03 -3.213164270099627684e-03 -2.362160879999999821e-03 -2.372641799999999825e-03 -2.237352159999999972e-03 -2.111288240000000135e-03 -1.757991280000000380e-03
1.834263770786453662e+01 -3.049317441156674732e-03 -2.376287581907096658e-03 -3.479279687494854501e-03 -2.590000599999999625e-03 -2.578766560000000062e-03 -2.428121640000000143e-03 -2.276137840000000238e-03 -1.909996000000000393e-03
1.834263766282625596e+01 -3.290211004985246074e-03 -2.575616855234372227e-03 -3.745227067425332956e-03 -2.823928040000000129e-03 -2.784138199999999872e-03 -2.616025079999999801e-03 -2.434460400000000406e-03 -2.066854160000000575e-03
1.818887043857969843e+01 -3.788625434880401113e-03 -2.993864268133319961e-03 -4.316517459794833034e-03 -3.283373080000000135e-03 -3.176304520000000110e-03 -3.034383239999999780e-03 -2.822986640000000030e-03 -2.426761840000000916e-03
1.818887037728975997e+01 -4.287116037633669288e-03 -3.412185228384698177e-03 -4.888306764685323991e-03 -3.782691639999999963e-03 -3.569265800000000124e-03 -3.426172999999999805e-03 -3.217663360000000243e-03 -2.786167440000000828e-03
1.814350462287082522e+01 -4.196599271215366647e-03 -3.213949447973249440e-03 -4.808271016587817304e-03 -3.675204680000000376e-03 -3.379521400000000050e-03 -3.228437159999999594e-03 -2.975535280000000254e-03 -2.471237760000000692e-03
1.810682591856471646e+01 -4.086270505944571314e-03 -3.047633207950151135e-03 -4.711821977143093587e-03 -3.550793439999999981e-03 -3.231010320000000328e-03 -3.078566279999999777e-03 -2.801962040000000129e-03 -2.235092800000000428e-03
1.810682590577214413e+01 -3.975885303045703298e-03 -2.881288098049439306e-03 -4.615390003508079708e-03 -3.431988760000000398e-03 -3.054529200000000340e-03 -2.931896160000000036e-03 -2.598264000000000302e-03 -1.999240720000000377e-03
1.810682470190632287e+01 -3.865421329510935859e-03 -2.714868155766797519e-03 -4.518792609251309766e-03 -3.325192160000000480e-03 -2.899240040000000684e-03 -2.781690560000000222e-03 -2.418498440000000239e-03 -1.763012080000000547e-03
1.810682468979288018e+01 -3.755034815070727901e-03 -2.548511232324787712e-03 -4.422096753708207317e-03 -3.225675720000000055e-03 -2.752841880000000182e-03 -2.636547600000000140e-03 -2.238523680000000394e-03 -1.526469640000000395e-03
1.808257186051416099e+01 -4.543099615988075747e-03 -3.274947671754971368e-03 -5.317127064291951588e-03 -3.992059000000000059e-03 -3.507761000000000299e-03 -3.313016719999999950e-03 -2.922189280000000132e-03 -2.222394360000000662e-03
1.806830345700501539e+01 -4.484280575759578245e-03 -3.117916553023805659e-03 -5.273029199137704848e-03 -3.919382920000000561e-03 -3.326468280000000576e-03 -3.163103999999999916e-03 -2.737465680000000443e-03 -1.974073960000000301e-03
1.806730941742937446e+01 -4.509403983607238563e-03 -3.044399925871646428e-03 -5.342702046546562999e-03 -3.964151720000000552e-03 -3.256679160000000399e-03 -3.108084399999999810e-03 -2.683533920000000326e-03 -1.802781000000000479e-03
1.806730935067532684e+01 -4.534887106602217104e-03 -2.971156372370567511e-03 -5.412086169819738113e-03 -3.992979480000000483e-03 -3.222537720000000303e-03 -3.074403199999999926e-03 -2.589937840000000602e-03 -1.631362520000000657e-03
1.799890363563755358e+01 -4.692854245003669038e-03 -3.075418908273688801e-03 -5.589514847236742856e-03 -4.160234879999999587e-03 -3.320380560000000311e-03 -3.188082479999999885e-03 -2.675898120000000293e-03 -1.677386520000000636e-03
1.799890362628945084e+01 -4.850965810461358232e-03 -3.179783863228660690e-03 -5.767202125873241436e-03 -4.305231399999999778e-03 -3.417846840000000538e-03 -3.292347759999999721e-03 -2.757779000000000567e-03 -1.721213920000000744e-03
1.799890102180382101e+01 -5.009028784648014536e-03 -3.284092350413769790e-03 -5.944629479638446901e-03 -4.456922319999999903e-03 -3.532070040000000275e-03 -3.426403119999999695e-03 -2.856751520000000780e-03 -1.765585240000000630e-03
1.799890100605031407e+01 -5.167110144315532547e-03 -3.388417910331453786e-03 -6.122113270931525686e-03 -4.614366239999999862e-03 -3.622800080000000353e-03 -3.557927160000000019e-03 -2.912503320000000770e-03 -1.812027640000000821e-03
1.797478024579153910e+01 -4.747150879193964487e-03 -2.863525286706747330e-03 -5.730538374698765369e-03 -4.070906479999999820e-03 -3.168334000000000081e-03 -3.056683959999999776e-03 -2.355654760000000861e-03 -1.165557800000000714e-03
1.793873743035624813e+01 -5.784375677844490193e-03 -3.813974684849896768e-03 -6.866082920002278267e-03 -5.025737120000000127e-03 -4.084169759999999906e-03 -3.962687319999999916e-03 -3.267264680000000945e-03 -2.062858440000000723e-03
1.792184485956828510e+01 -6.060026898330550180e-03 -3.979585949338421136e-03 -7.188890714078841060e-03 -5.238033280000001062e-03 -4.253077840000000186e-03 -4.123478440000000710e-03 -3.359814760000001330e-03 -2.116790200000000840e-03
1.792184374946377901e+01 -6.197832838678078715e-03 -4.062398166684799694e-03 -7.350383917971062275e-03 -5.361565880000001248e-03 -4.337343600000000653e-03 -4.206698200000000970e-03 -3.442490600000000945e-03 -2.143965280000000896e-03
1.792184368177032638e+01 -6.335436612642267491e-03 -4.145027908894913238e-03 -7.512201373340854360e-03 -5.484282600000001118e-03 -4.408618040000001140e-03 -4.297721120000000394e-03 -3.512279720000001122e-03 -2.171684280000000730e-03
1.790752430110886095e+01 -6.112702345390962598e-03 -3.816026529141244850e-03 -7.295600243832162102e-03 -5.228305480000000616e-03 -4.097453960000000533e-03 -3.997895680000001194e-03 -3.148983000000001031e-03 -1.722657400000000838e-03
1.790675601093959912e+01 -7.488186051029742905e-03 -5.121766452780882051e-03 -8.791384345085306862e-03 -6.528818200000000536e-03 -5.407129640000001014e-03 -5.238409840000001275e-03 -4.388911400000000684e-03 -3.011120200000000878e-03
1.787977152299502137e+01 -7.750913269455383253e-03 -5.332825143956318459e-03 -9.085227700385570260e-03 -6.758206000000000976e-03 -5.616748040000001108e-03 -5.451291760000000902e-03 -4.579011440000000863e-03 -3.160719120000000590e-03
1.787977149319897308e+01 -8.013729757843379015e-03 -5.543983607098623700e-03 -9.378719230946838681e-03 -6.993472320000001033e-03 -5.829190640000000631e-03 -5.640471320000000656e-03 -4.769592640000001361e-03 -3.315610800000000358e-03
